Address,Postal Code,County,Price,NotMP,VATEx
"23 Dodderbrook Park, Oldcourt Road, Ballycullen",,Dublin,425000,No,No
"24 Ashwood Hall, Back Road, Malahide",,Dublin,837005,No,Yes
"25 Owendore Crescent, Rathfarnham, Dublin 14",Dublin 14,Dublin,375000,No,No
"25 Saint James Walk, Rialto, Dublin 8",,Dublin,235000,No,No
"28 Chieftains Dr, Chieftains Way, Balbriggan",,Dublin,255000,No,No
"3 Belfry Close, City West, Tallaght Dublin 24",Dublin 24,Dublin,270000,No,No
"31 The Links, Donabate, Co Dublin",,Dublin,320000,No,No
"35 Golden Ridge Ave, Rush, Dublin",,Dublin,295000,No,No
"36 Hazelwood Cresent, Clonsilla, Dublin 15",Dublin 15,Dublin,277000,No,No
"36 Horan Hall, Belgard Sq, Tallaght Dublin 24",Dublin 24,Dublin,250000,No,No
"36 Tuscany Downs, Raheny, Dublin 5",Dublin 5,Dublin,486250,No,No
"38 Waterloo Rd Upstairs, Ballsbridge, Dublin 4",Dublin 4,Dublin,1550000,No,No
"4 Birchfield Park, Goatstown, Dublin 14",Dublin 14,Dublin,120000,Yes,No
"4 Serpentine Terrace, Ballsbridge, Dublin 4",Dublin 4,Dublin,690000,No,No
"4 The Hill, Citywest Village, Citywest",Dublin 24,Dublin,310573,No,Yes
"40 Horan Hall, Belgard Sq, Tallaght Dublin 24",Dublin 24,Dublin,250000,No,No
"45 Royal Canal Avenue, Royal Canal Park, Ratoath Road",,Dublin,418502,No,Yes
"49 Terenure Gate, Terenure Road West, Dublin 6W",Dublin 6w,Dublin,775330,No,Yes
"5 Burnell Court, Northern Cross, Malahide Rd Dublin 17",Dublin 17,Dublin,182883,Yes,No
"5 Horan Hall, Belgard Sq, Tallaght Dublin 24",Dublin 24,Dublin,250000,No,No
"53 The Grey Sq, Portrane, Dublin",,Dublin,310000,No,No
"60 Pembroke Cottages, Donnybrook, Dublin 4",Dublin 4,Dublin,520000,No,No
"62 Beech Park Rd, Foxrock, Dublin 18",Dublin 18,Dublin,930000,No,No
"62 Wainsfort Rd, Terenure, Dublin 6W",,Dublin,610000,No,No
"68 Barnwell Woods, Barnwell, Hansfield",Dublin 15,Dublin,330395,No,Yes
"7 Forge Couty, The Forge, Lusk",,Dublin,405286,No,Yes
"7 Horan Hall, Belgard Sq, Tallaght Dublin 24",Dublin 24,Dublin,250000,No,No
"71 Larkhill Road, Whitehall, Dublin 9",Dublin 9,Dublin,307000,No,No
"8 Beresford Court, Donabate, Co. Dublin",,Dublin,383260,No,Yes
"8 Gloucester Sq, Railway St, Dublin 1",Dublin 1,Dublin,385000,No,No
"8 Priory West, Navan Rd, Dublin 7",Dublin 7,Dublin,430000,No,No
"9 Horan Hall, Belgard Sq, Tallaght Dublin 24",Dublin 24,Dublin,250000,No,No
"Apt 10 Slane House, 25 Mount St Lower, Dublin 2",Dublin 2,Dublin,410000,No,No
"Apt 35, Smithfield Gate, King St North Dublin 7",Dublin 7,Dublin,265000,No,No
"Brooklands, Ferndale Rd, Bray",,Dublin,915000,No,No
"1 Beechfield View, Clonee, Dublin 15",Dublin 15,Dublin,290000,No,No
"1 The Cubes 2, Beacon South Quarter, Sandyford Dublin 18",Dublin 18,Dublin,322500,No,No
"1 The Mews, Orwell Place, Block B  Marienella",Dublin 6,Dublin,788546,No,Yes
"127 Laraghcon, Lucan, Dublin",,Dublin,405000,No,No
"14 Carrickhill Walk, Portmarnock, Dublin",Dublin 13,Dublin,220000,Yes,No
"149 Belgrove Park, Clontarf, Dublin 3",Dublin 3,Dublin,400000,No,No
"15 Belarmine Way, Stepaside, Dublin",Dublin 18,Dublin,500000,No,No
"15 Dargan'S Way, Railway Avenue, Sutton",Dublin 13,Dublin,640000,No,No
"150 The Links, Elm Park, Merrion Rd Dublin 4",Dublin 4,Dublin,450000,No,No
"16 Craoibhin Park, Balbriggan, Dublin",,Dublin,240000,No,No
"16 Muileann Place, Kettles Lane, Kinsealy",,Dublin,308370,No,Yes
"16 The Hill, Citywest Village, Dublin 24",,Dublin,328194,No,Yes
"192 Marina Village, Malahide, Dublin",,Dublin,500000,No,No
"2 Park Crescent, Hansfield Wood, Hansfield",Dublin 15,Dublin,348018,No,Yes
"21 Goldenbridge Ave, Inchicore, Dublin 8",Dublin 8,Dublin,75000,Yes,No
"21C Willans Way, Ongar, Dublin 15",Dublin 15,Dublin,220000,No,No
"28 Annamoe Dr, Cabra East, Dublin",Dublin 7,Dublin,335000,No,No
"32 Barley House, Cork St, Dublin 8",Dublin 8,Dublin,258000,No,No
"33 Ballycullen Green, Oldcourt Road, Dublin 24",Dublin 24,Dublin,418502,No,Yes
"33 Fairview Ave Upper, Dublin 3, Dublin",Dublin 3,Dublin,493000,No,No
"40 Harbour View, Howth, Dublin",Dublin 13,Dublin,485000,No,No
"41 Gleann Ribh, Lusk, Co Dublin",,Dublin,227500,No,No
"43 Forest Crescent, Rivervalley, Swords",,Dublin,283500,No,No
"46 Woodbrook Hall, Woodbrook, Carpenterstown",Dublin 15,Dublin,235000,No,No
"5 Carraig Grennane, Killiney Ave, Killiney",,Dublin,845000,No,No
"6 Achill House, Custom House Sq, Ifsc Dublin 1",Dublin 1,Dublin,345000,No,No
"6 Broomfield Mews, Malahide, Dublin 1",,Dublin,420000,No,No
"6 The Concert Building, Park West Pointe, Yeats Way Dublin 12",Dublin 12,Dublin,233000,No,No
"7 Cuil Duin Lawn, Cuil Duin, Citywest",,Dublin,290748,No,Yes
"7 Springlawn Heights, Blanchardstown, Dublin 15",Dublin 15,Dublin,335000,No,No
"73 St Peters Rd, Walkinstown, Dublin 12",Dublin 12,Dublin,374000,No,No
"75 The Casino, Malahide, Dublin",,Dublin,310000,No,No
"77 The Oak, Rockfield, Dundrum",Dublin 14,Dublin,630000,No,No
"8 Beechwood Gate, Beechwood, Hansfield",Dublin 15,Dublin,308370,No,Yes
"8 Cameron St, Cork St, Dublin 8",Dublin 8,Dublin,265000,No,No
"8 Killart, Clonkeen Road, Cabinteely",Dublin 18,Dublin,607930,No,Yes
"8 The Hill, Citywest Village, Citywest",,Dublin,295154,No,Yes
"84 Derry Rd, Crumlin, Dublin 12",Dublin 12,Dublin,266000,No,No
"91 Craoibhinn Park, Balbriggan, Dublin",,Dublin,248000,No,No
"Apt 225 Block F, Arena Court, Tallaght",,Dublin,240000,No,No
"Apt 33 Stapleton House, 33 Mountjoy Square, Dublin 1",,Dublin,210000,No,No
"Apt 4 Watermint, Old Bray Rd, Cabinteeely",Dublin 18,Dublin,260000,No,No
"Apt 41, Dorset Sq, Dublin 3",Dublin 1,Dublin,223000,No,No
"Apt 85, Annaly Grove, Ongar Dublin 15",Dublin 15,Dublin,190000,No,No
"No. 87 The Elms, Ridgewood  Forrest Road, Swords",,Dublin,348000,No,Yes
"St. Benedicts Orse Damson Lodge, Brighton Road, Foxrock",,Dublin,1650000,No,No
"Weston, Baldonnell Road, Baldonnell",Dublin 22,Dublin,770000,No,No
"1 Beechwood Heath, Beechwood, Hansfield",Dublin 15,Dublin,396474,No,Yes
"1 Cremore Crescent, Glasnevin, Dublin 11",Dublin 11,Dublin,580000,No,No
"1 Greenwood Walk, Blunden Dr, Malahide Dublin 13",Dublin 13,Dublin,405000,No,No
"1 Rathborne Square, Rathborne, Ashtown",,Dublin,356828,No,Yes
"1 St Brendans Park, Artane, Dublin 5",Dublin 5,Dublin,333000,No,No
"105 Sundale Park, Tallaght Dublin 24, Dublin",Dublin 24,Dublin,212083,No,No
"11 Beresford Court, Donabate, Co. Dublin",,Dublin,383259,No,Yes
"11 Wheatfield Rd, Palmerstown, Dublin 20",Dublin 20,Dublin,340000,No,No
"11 White Pines Wy, White Pines, Stocking Avenue",Dublin 16,Dublin,467480,No,Yes
"110 Hampton Green, Balbriggan, Dublin",,Dublin,219500,No,No
"120 Rockview, Simons Ridge, Blackglen Rd Dublin 18",Dublin 18,Dublin,232000,No,No
"13 Forbes Quay, Sir John Rogersons Quay, Dublin 2",Dublin 2,Dublin,581000,No,No
"14 Chesterfield Grove, Castleknock, Dublin 15",Dublin 15,Dublin,932000,No,No
"17 Monastery Gate Ave, Clondalkin, Dublin 22",Dublin 22,Dublin,275000,No,No
"18 Muckross Ave, Perrystown, Dublin 12",Dublin 12,Dublin,380000,No,No
"18 Shanowen Pk, Dublin 9, Dublin",Dublin 9,Dublin,367500,No,No
"180  St. Margarets Road, Hampton Wood, Dublin11",Dublin 11,Dublin,305000,No,No
"19 Hawthorn House, Farmleigh Wood, Whites Rd Dublin 15",Dublin 15,Dublin,555000,No,No
"1A Spiddel Park, Ballyfermot, Dublin 10",Dublin 10,Dublin,280000,No,No
"2 Blackwood Lawn, Ongar Chase, Dublin 15",Dublin 15,Dublin,530000,No,No
"20 Suncroft Pk, Fortunestown Tallaght, Dublin 24",Dublin 24,Dublin,159204,No,No
"223 The Island, Martins Row, Chapelizod Dublin 20",Dublin 20,Dublin,270000,No,No
"227 Griffith Ave, Drumcondra, Dublin 9",Dublin 9,Dublin,795000,No,No
"24 Kiltipper Close, Aylesbury, Tallaght Dublin 24",Dublin 24,Dublin,246862,No,No
"24 Wood Ford Heighs, Clondalkin Dublin 22, Dublin",Dublin 22,Dublin,216712,No,No
"26 Convent Rd, Dun Laoghaire, Dublin",,Dublin,355000,No,No
"26 Curragh Hall Green, Tyrellstown, Dublin 15",Dublin 15,Dublin,225000,No,No
"264 Bellevue, Islandbridge, Dublin City",Dublin 8,Dublin,410000,No,No
"28 The Courtyard, Clonsilla Rd, Clonsilla Dublin 15",Dublin 15,Dublin,220000,No,No
"3 Park Crescent, Hansfield Wood, Hansfield Wood",Dublin 15,Dublin,348017,No,Yes
"3 Shackleton Square, Shackleton Park, Lucan",,Dublin,356828,No,Yes
"32 Rathborne Square, Rathborne, Ashtown",Dublin 15,Dublin,321586,No,Yes
"34 Rathborne Square, Rathborne, Ashtown",Dublin 8,Dublin,325991,No,Yes
"35 Munster St, Dublin 7, Dublin",Dublin 7,Dublin,620000,No,No
"36 Rathborne Square, Rathborne, Ashtown",,Dublin,321585,No,Yes
"4 Orlagh Grange, Knocklyon, Dublin 16",Dublin 16,Dublin,450000,No,No
"4 The Green, Semple Woods, Donabate",,Dublin,327753,No,Yes
"42 Lanesborough Mews, Finglas, Dublin 11",,Dublin,270000,No,No
"44 Kilshane Drive, Finglas West, Dublin 11",,Dublin,171216,No,No
"49 Barnwell Place, Hansfield, Dublin",Dublin 15,Dublin,288000,No,No
"5 Castleview Heath, Swords, Dublin",,Dublin,290000,No,No
"5 The Way, Station Manor, Station Road",,Dublin,555066,No,Yes
"51 Crofton Hall, Diswellstown, Castleknock",,Dublin,325991,No,Yes
"53 Delaford Avenue, Knocklyon Woods, Templeogue",Dublin 16,Dublin,390000,No,No
"54 Mount Prospect Dr, Clontarf, Dublin 3",Dublin 3,Dublin,580000,No,No
"6 Belarmine Grove, Belarmine Woods, Stepaside",Dublin 18,Dublin,555066,No,Yes
"6 Harolds Cross Cottages, Harolds Cross, Dublin 6W",Dublin 6,Dublin,295000,No,No
"6 Orwell Bank, Orwell Park, Rathgar",Dublin 6,Dublin,810000,No,No
"6 Trees Ave, Mount Merrion, Dun Laughaire",,Dublin,1020000,No,No
"61 Watermeadow Dr, Oldbawn, Tallaght Dublin 24",Dublin 24,Dublin,415000,No,No
"61 Wynberg Park, Blackrock, Co Dublin",,Dublin,940000,No,No
"63 Brackenwood Avenue, Balbriggan, Co Dublin",,Dublin,93751,No,No
"64 Cherbury Park Rd, Lucan, Dublin",,Dublin,270000,No,No
"7 Madison Rd, Kilmainham, Dublin 8",Dublin 8,Dublin,605000,No,No
"74 Carysfort Park, Blackrock, County Dublin",,Dublin,750000,No,No
"8 St Maelruan Courtyard, Old Bawn, Tallaght",,Dublin,167000,No,No
"81 Coppinger Glade, Stillorgan, Dublin",,Dublin,540000,No,No
"9 Shackleton Square, Shackleton Park, Lucan",,Dublin,303966,No,Yes
"Apartment 1, 46 Bolton St, Dublin 1",Dublin 1,Dublin,270000,No,No
"Apt 43, Venetian Hall, Howth Rd Dublin 5",Dublin 5,Dublin,333500,No,No
"Apt 6, Minnowbrook, Terenure Rd West Dublin 6W",,Dublin,375000,No,No
"Apt 95 Geraldstown Woods, Santry, Dublin 9",,Dublin,210000,No,No
"Borranstown, Garristown, Dublin",,Dublin,665000,No,No
"Ossory Lodge, Ballygihen Ave, Sandycove",,Dublin,2500000,No,No
"Site No. 3 Belvedere Green, Knocksedan Demesne, Swords",,Dublin,397000,No,Yes
"Stockwell, Sandyford Rd, Dundrum Dublin 14",Dublin 16,Dublin,1400000,No,No
"1 Delvin Rd, Cabra East, Dublin 7",Dublin 7,Dublin,407000,No,No
"10 Hillview Grove, Ballinteer, Dublin 16",Dublin 15,Dublin,192000,Yes,No
"10 Palmer Court, Rush, Dublin",,Dublin,230000,No,No
"10A Kilbarron Rd, Coolock, Dublin 5",Dublin 5,Dublin,298000,No,No
"11 Balnagowan, Palmerston Park, Dublin 6",Dublin 6,Dublin,495000,No,No
"111 Beaumont Rd, Beaumont, Dublin 9",Dublin 9,Dublin,475000,No,No
"11Sauls Court, Temple Bar, Dublin 2",Dublin 8,Dublin,370000,No,No
"12 Clonard Park, Dundrum, Dublin 16",Dublin 16,Dublin,755000,No,No
"12 Ferncarrig Ave, Fernleigh, Sandyford Dublin 18",Dublin 18,Dublin,480000,No,No
"135 Boroimhe Beech, Swords, Dublin",,Dublin,239000,No,No
"135 Edenmore Crescent, Raheny, Dublin 5",Dublin 5,Dublin,275000,No,No
"14 Ballycullen Green, Old Court Road, Ballycullen",,Dublin,458150,No,Yes
"15 Glenealy Road, Crumlin, Dublin 12",Dublin 12,Dublin,310000,No,No
"15 Maple Dr, Castleknock, Dublin 15",Dublin 15,Dublin,445000,No,No
"152 The Gallery, Turvey Walk, Donabate",,Dublin,245000,No,No
"16 Killart, Clonkeen Road, Cabinteely",Dublin 18,Dublin,660793,No,Yes
"16 Portmarnock Dr, Portmarnock, Dublin",Dublin 13,Dublin,480000,No,No
"17 Shanowen Park, Santry, Dublin 9",Dublin 9,Dublin,330000,No,No
"18 Russell Avenue, Drumcondra, Dublin 3",,Dublin,315000,No,No
"19 The Oaks, Herbert Park Lane, Ballsbridge Dublin 4",Dublin 4,Dublin,405000,No,No
"2 Cameron Sq, Kilmainham, Dublin 8",Dublin 8,Dublin,300000,No,No
"2 Dale View, Ballybrack, Dublin",,Dublin,325000,No,No
"21 Killakee Lawns, Firhouse, Dublin 24",Dublin 24,Dublin,346000,No,No
"22 Woodlands Rd, Dun Laoghaire, Dublin",,Dublin,525000,No,No
"23 Rahillion Drive, Donabate",,Dublin,365639,No,Yes
"266 Apts & 18 Commercial Units, Heuston South Quarter, St. John'S Road West",Dublin 8,Dublin,129500000,No,No
"27 Orpen Close, Stillorgan Grove, Stillorgan",,Dublin,455000,No,No
"3 Glenlyon Crescent, Knocklyon, Templeogue Dublin 16",Dublin 16,Dublin,461000,No,No
"30 St Brigid'S Grove, Artane, Dublin 5",Dublin 5,Dublin,488000,No,No
"32 Fortfield Square, Fortfield Grove, Terenure",,Dublin,653084,No,Yes
"33 Willington Dr, Templeogue, Dublin 6W",,Dublin,455000,No,No
"35 Corrig Road, Dalkey, Co Dublin",,Dublin,910000,No,No
"39 Maple Manor, Johnstown Rd, Cabinteely Dublin 18",Dublin 18,Dublin,521000,No,No
"4 Barnwell Woods, Hansfield, Dublin 15",,Dublin,295153,No,Yes
"4 Cavalry Row, Palatine Sq, Dublin 7",Dublin 7,Dublin,305000,No,No
"4 Inverness Rd, Fairview, Dublin 3",Dublin 3,Dublin,720000,No,No
"4 Parkside Gardens, Parkside, Balgriffin",Dublin 13,Dublin,400881,No,Yes
"4 Stearne House, Patrick St, Dublin 8",Dublin 8,Dublin,330000,No,No
"4 White Pines Garden, Stocking Avenue, Rathfarnham",Dublin 16,Dublin,418502,No,Yes
"44 Belgrove Park, Mount Prospect Lawns, Clontarf Dublin 3",Dublin 3,Dublin,397000,No,No
"45 Elmbrook Walk, Lucan, Dublin",,Dublin,265000,No,No
"45 Ennis House, Clare Village, Clarehall Dublin 17",Dublin 17,Dublin,185000,Yes,No
"45 Hunters Hill, Hunters Wood, Firhouse",Dublin 24,Dublin,281500,No,No
"47 Belarmine Drive, Belarmine Woods, Stepaside",Dublin 18,Dublin,555066,No,Yes
"48 Belarmine Drive, Belarmine Woods, Stepaside",Dublin 18,Dublin,555066,No,Yes
"49 Clonard Road, Crumlin, Dublin 12",Dublin 12,Dublin,260000,No,No
"50 Belarmine Drive, Belarmine Woods, Stepaside",Dublin 18,Dublin,555066,No,Yes
"50 Esker Lawns, Lucan, Dublin",,Dublin,435000,No,No
"51 Prospect View, Stocking Lane, Rathfarnham",Dublin 16,Dublin,477000,No,No
"55 St Declan'S Road, Marino, Dublin 3",Dublin 3,Dublin,415000,No,No
"55Kingscourt, Parnell St, Dublin 1",Dublin 1,Dublin,350000,No,No
"56 Ard Cian Park, Swords, Co Dublin",,Dublin,360000,No,No
"57 Hyde Court, Townsend St, Dublin 2",Dublin 2,Dublin,492016,No,No
"6 Taney Rd, Dundrum, Dublin 14",Dublin 14,Dublin,977675,No,No
"65 Hanover Dock, Hanover Quay, Dublin 2",Dublin 2,Dublin,580000,No,No
"7 Tuscany Park, Baldoyle, Dublin 13",Dublin 13,Dublin,321000,No,No
"74 Thatch Rd, Whitehall, Dublin",Dublin 9,Dublin,310000,No,No
"76 Whitestown Park, Blanchardstown, Dublin15",Dublin 15,Dublin,105000,Yes,No
"8 Elder Heath Row, Elder Heath, Kiltipper Road",Dublin 24,Dublin,277533,No,Yes
"8 Fernley Court, Long Lane, Dublin",Dublin 8,Dublin,275000,No,No
"8 The Court, Cypress Downs, Templeogue",,Dublin,750000,No,No
"8 Windsor Place, Lanesville, Monkstown",,Dublin,534000,No,No
"81 Slieve Rua Dr, Stillorgan, Dublin",,Dublin,640000,No,No
"88 Millrace Rd, Phoenix Park Race Course, Castleknock",Dublin 15,Dublin,350000,No,No
"9 Barnwell Lawn, Barnwell, Hansfield",Dublin 15,Dublin,372000,No,No
"9 Willow Bank, Sandyford Rd, Dundrum Dublin 16",Dublin 16,Dublin,380000,No,No
"Alegria, Grange, Ballyboughal",,Dublin,585000,No,No
"Apartment 29, Crofton Hall, Diswellstown",Dublin 15,Dublin,325000,No,Yes
"Apt 1-3, 182 Phibsborough Rd, Dublin",Dublin 7,Dublin,510000,No,No
"Apt 1-3, 183 Phibsborough Rd, Dublin",Dublin 7,Dublin,660000,No,No
"Apt 177, The Sweepstakes, Ballsbridge",Dublin 4,Dublin,650000,No,No
"Apt 32, Brabazon Hall, Dublin 8",Dublin 8,Dublin,312000,No,No
"Apt 57, Shelbourne Park, South Lotts Rd",Dublin 4,Dublin,355000,No,No
"Beachview House, Channel Road, Rush",,Dublin,530000,No,Yes
"Calvi, Taylors Lane, Rathfarnham Dublin 16",Dublin 16,Dublin,260000,No,No
"The Farmhouse, Sandyford Village, Sandyford",Dublin 18,Dublin,837004,No,Yes
"1 Glencairn Heights, The Gallops, Leopardstown Dublin 18",Dublin 18,Dublin,530000,No,No
"10 St Mochtas Close, Clonsilla, Dublin 15",Dublin 15,Dublin,342500,No,No
"11 Schoolhouse Lane, Santry, Dublin 9",Dublin 9,Dublin,295000,No,No
"12 Ailesbury Wood, Ailesbury Rd, Ballsbridge Dublin 4",Dublin 4,Dublin,2300000,No,No
"12 First Ave, Inchicore Dublin 10, Dublin",Dublin 10,Dublin,105630,Yes,No
"122 Lucan Rd, Chapelizod, Dublin 20",Dublin 20,Dublin,480000,No,No
"13 Rahillion Drive, Donabate, County Dublin",,Dublin,449339,No,Yes
"13 Villa Nova, Mount Merrion Ave, Blackrock",,Dublin,395000,No,No
"14 Moy Glas Rd, Griffeen Valley, Lucan",,Dublin,326000,No,No
"16 Windermere, Gilford Road, Dublin 4",Dublin 4,Dublin,315000,No,No
"17 Oldfield Hall Ticknock Hill, Sandyford Dublin 18 Ireland, Dublin 18",Dublin 18,Dublin,330000,No,No
"1A Brock Hall, Brock Lane, Dun Laoghaire",,Dublin,470000,No,Yes
"2 The Stables, St Helens Wood, Booterstown",,Dublin,450000,No,No
"21 Melville View, Meakstown, Dublin 11",Dublin 11,Dublin,245500,No,No
"24 Phoenix View, St Laurence Rd, Chapelizod",Dublin 20,Dublin,255000,No,No
"3 Galtrim Grange, Broomfield, Malahide",,Dublin,775000,No,No
"3 Riverwood Chase, Castleknock, Dublin 15",Dublin 15,Dublin,401000,No,No
"3 Somerton Mews, Newcastle Road, Lucan",,Dublin,339207,No,Yes
"30 Ardmore Crescent, Artane, Dublin 5",Dublin 5,Dublin,385000,No,No
"41 St Thomas Road, South Circular Road, Dublin 8",Dublin 8,Dublin,385000,No,No
"42 Coolgreena Rd, Beaumont, Dublin 9",Dublin 9,Dublin,387000,No,No
"42 Glenbrook Park, Rathfarnham, Dublin 14",Dublin 14,Dublin,640000,No,No
"48 The Crescent, Fortfield Sq, Terenure Dublin 6",,Dublin,250000,No,No
"51 Newlands Rd, Clondalkin, Dublin 22",Dublin 22,Dublin,370000,No,No
"52 Woodlawn Pk Dr, Firhouse, Dublin 24",Dublin 24,Dublin,377500,No,No
"57 Dargle Rd, Hollypark, Blackrock",,Dublin,610000,No,No
"59 Glendoher Dr, Rathfarnham, Dublin 16",Dublin 16,Dublin,550000,No,No
"62 Elmbrook Walk, Lucan, Dublin",,Dublin,310000,No,No
"62 Ranelagh Rd, Ranelagh, Dublin 6",Dublin 6,Dublin,1800000,No,No
"64 Cashel Road, Crumlin, Dublin 12",Dublin 12,Dublin,300000,No,No
"77 Salthill, Seapoint Ave, Monkstown",,Dublin,570000,No,No
"80 Grangebrook Ave, Rathfarnham, Dublin 16",Dublin 16,Dublin,443000,No,No
"83 Marlay View, Ballinteer Ave, Ballinteer Dublin 16",Dublin 16,Dublin,375000,No,No
"86 Springhill Park, Killiney, Dublin",,Dublin,600000,No,No
"96 The Malthouse, Marrowbone Lane, Dublin 8",Dublin 8,Dublin,265000,No,No
"Apartment 44, Crofton Hall, Diswellstown",,Dublin,312775,No,Yes
"Apt 1 154/156 Harold Cross Road, Dublin 6",,Dublin,1050000,No,No
"Apt 147 The Oaks, Carrington Park, Northwood Dublin 9",Dublin 9,Dublin,250000,No,No
"Apt 15 Block B, Brabazon Hall, Ardee Street",,Dublin,250000,No,No
"Apt 26, Mayeston Court, St Margarets Rd Dublin 11",Dublin 11,Dublin,176000,No,No
"Apt 8 St James Court, Serpentine Ave, Ballsbridge",Dublin 4,Dublin,465300,No,No
"1 Ardlea Rd, Artane, Dublin 5",Dublin 5,Dublin,348000,No,No
"1 Castlechurch Rise, Newcastle, County Dublin",,Dublin,260917,Yes,Yes
"1 Rockfield Drive, Blanchardstown, Dublin",,Dublin,360000,No,No
"10 Carrig House, Carrickbrennan Rd, Monkstown",,Dublin,410000,No,No
"10 Lombard Court, Clonbrasil St, Dublin",Dublin 2,Dublin,225000,Yes,No
"103 Hunters Hill, Ballycullen, Dublin 24",Dublin 24,Dublin,287000,No,No
"107 Roselawn Rd, Castleknock, Dublin 15",Dublin 15,Dublin,510000,No,No
"11 Broadfield Grange, Broadfield Manor, Rathcoole",,Dublin,387665,No,Yes
"11 Brookvale Rd, Donnybrook, Dublin 4",Dublin 4,Dublin,420000,No,No
"11 Rookewood, Stocking Lane, Rathfarnham Dublin 16",Dublin 16,Dublin,252000,No,No
"12 Brookford Brooklane Rush, Dublin",,Dublin,225000,No,No
"12 Tivoli Terrace North, Dun Laoghaire, Dublin",,Dublin,760000,No,No
"13 Belarmine View, Belarmine Woods, Stepaside",Dublin 18,Dublin,432500,No,Yes
"134 North Rd, Finglas, Dublin 11",Dublin 11,Dublin,315000,No,No
"14 The Drive, Semple Woods, Donabate",,Dublin,325991,No,Yes
"145 Alpine Heights, Clondalkin, Dublin 22",Dublin 22,Dublin,252000,No,No
"15 The Hill, Citywest Village, Citywest",,Dublin,355000,No,Yes
"16 Applewood Place, Applewood Village, Swords",,Dublin,190000,No,No
"17 Castlechurch Avenue, Newcastle, County Dublin",,Dublin,234311,Yes,Yes
"18 Glenfield Dr, Clondalkin Dublin 22, Dublin",Dublin 22,Dublin,277500,No,No
"19 Castlechurch Avenue, Newcastle, County Dublin",,Dublin,234311,Yes,Yes
"19 The Hill, Citywest Village",,Dublin,312775,No,Yes
"191 Clontarf Rd, Dublin 3, Dublin",Dublin 3,Dublin,189419,Yes,No
"2 White Pines Gardens, Stocking Avenue, Rathfarnham",,Dublin,378855,No,Yes
"21 Castlechurch Avenue, Newcastle, County Dublin",,Dublin,234311,Yes,Yes
"22 Glenhill Ave, Finglas Rd, Dublin 11",Dublin 11,Dublin,309000,No,No
"23 Castlechurch Avenue, Newcastle, County Dublin",,Dublin,243917,Yes,Yes
"24 The Walk, Robswall, Malahide",,Dublin,360000,No,No
"25 Somerton Grove, Newcastle Road, Lucan",,Dublin,321586,No,Yes
"26 Springlawn Court, Blanchardstown, Dublin 15",Dublin 15,Dublin,385000,No,No
"28 Cashel Rd, Crumlin, Dublin 12",Dublin 12,Dublin,321000,No,No
"3 The Drive, Semple Woods, Donabate",,Dublin,418502,No,Yes
"32 Barnwell Woods, Hansfield, Dublin 15",,Dublin,351982,No,Yes
"33 Clairville Lodge, Malahide",,Dublin,814978,No,Yes
"34 Ashford Apartsments, Griffith Avenue Extension, Dublin 11",Dublin 11,Dublin,275000,No,No
"34 Boroimhe Blackthorn, Swords, Dublin",,Dublin,337000,No,No
"35 Sherlock Park, Skerries, Dublin",,Dublin,400000,No,No
"39 Heathfield View, Cappagh Road, Finglas",,Dublin,255066,No,Yes
"4 Shackleton Square, Shackleton Park, Lucan",,Dublin,348018,No,Yes
"40 Ferndale Court, Allies River Rd, Rathmichael",,Dublin,285000,No,No
"40 Millfield, The Links, Portmarnock",Dublin 13,Dublin,285000,No,No
"43 Cedar Brook Place, Cherry Orchard, Ballyfermot Dublin 10",Dublin 10,Dublin,225000,No,No
"45 Dursey Row, Waterville, Blanchardstown Dublin 15",Dublin 15,Dublin,222000,No,No
"48 Rathlin Road, Glasnevin, Dublin 9",Dublin 9,Dublin,505000,No,No
"5 Parkhill Close, Kilnamanagh, Dublin 24",Dublin 24,Dublin,335000,No,No
"55 Ellesmere Ave, Circular Rd, Dublin 7",Dublin 7,Dublin,470000,No,No
"57 Dromawling Rd, Beaumont, Dublin 9",Dublin 9,Dublin,430000,No,No
"57 Woodview, Mount Merrion Avenue, Blackrock",,Dublin,431000,No,No
"58 Brackenbush Rd, Killiney, Dublin",,Dublin,480000,No,No
"59 Aran Court, Waterville, Blanchardstown Dublin 15",Dublin 15,Dublin,295000,No,No
"60 John Mccormack Ave, Walkinstown, Dublin 12",Dublin 12,Dublin,236500,Yes,No
"7 Ashington Heath, Navan Rd, Dublin 7",Dublin 7,Dublin,410000,No,No
"7 Parochial Ave, Baldoyle, Dublin 13",Dublin 13,Dublin,365000,No,No
"7 Trimleston Dr, Booterstown, Dublin",,Dublin,710000,No,No
"77 The Elms, Ridgewood, Swords",,Dublin,383260,No,Yes
"83 The Elms, Ridgewood, Swords",,Dublin,348018,No,Yes
"88 Allendale Sq, Clonsilla, Dublin 15",Dublin 15,Dublin,273000,No,No
"9 Ocurry Rd, The Tenters, Dublin 8",Dublin 8,Dublin,400000,No,No
"9 St Assams Ave, Raheny, Dublin 5",Dublin 5,Dublin,597500,No,No
"Apartment 1, 65 Manor Street, Stoneybatter",Dublin 7,Dublin,652500,No,No
"Apartment 49, Crofton Hall, Diswellstown",Dublin 15,Dublin,321586,No,Yes
"Apt 7 Maxwell House, Maxwell Rd, Rathmines Dublin 6",Dublin 6,Dublin,320000,No,No
